,title,uri,album_date,imdb_id,original_title,overview,release_date,original_language,runtime,popularity		
81,Nocturnal Animals,spotify:album:3i5Qw5hFvhY9Zms1gPVVkW,2016,tt4550098,Nocturnal Animals,"Susan Morrow receives a book manuscript from her ex-husband â€“ a man she left 20 years earlier â€“ asking for her opinion of his writing. As she reads, she is drawn into the fictional life of Tony Hastings, a mathematics professor whose family vacation turns violent.",2016,en,116.0,18.908782		
82,Captain Underpants: The First Epic Movie,spotify:album:57Wdjt6tJU2Mv51NRdpUoD,2017,tt2091256,Captain Underpants: The First Epic Movie,"Two mischievous kids hypnotize their mean elementary school principal and turn him into their comic book creation, the kind-hearted and elastic-banded Captain Underpants.",2017,en,89.0,88.561239		
83,Star Wars: The Force Awakens,spotify:album:3fUKGTsiYL1kSroBWBLmmR,2015,tt2488496,Star Wars: The Force Awakens,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",2015,en,136.0,31.626013		
84,Ae Dil Hai Mushkil,spotify:album:5xjaz957o6YGSXmlfd2tex,2016,tt4559006,Ae Dil Hai Mushkil,"Ayan falls in love with his soulmate, Alizeh, but she doesnâ€™t reciprocate the feeling. Later, a relationship with Saba helps him realize Alizehâ€™s value in his life, irrespective of their relationship status.",2016,hi,158.0,3.337385		
85,Full Metal Jacket,spotify:album:3tpJtzZm4Urb0n2ITN5mwF,1987,tt0093058,Full Metal Jacket,A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,1987,en,116.0,13.94148		
86,Kung Fu Panda,spotify:album:2fUdfKoSrzobcPZ4bCSmJR,2008,tt0441773,Kung Fu Panda,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.",2008,en,90.0,16.897541		
87,The Dark Knight Rises,spotify:album:55vwcYaWuzfVjbZKt7nW1D,2012,tt1345836,The Dark Knight Rises,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",2012,en,165.0,20.58258		
88,Kal Ho Naa Ho,spotify:album:6H71erprmvRxnWs3XqC8uE,2003,tt0347304,à¤•à¤² à¤¹à¥‹ à¤¨à¤¾ à¤¹à¥‹,"Naina is a very serious girl with a very serious life. But one day, her soul is awakened by the happy-go-lucky Aman, who teaches her that life is meant to be lived. Naturally, she falls in love with him. But Aman is harboring a secret that keeps him from reciprocating Naina's love. But he cannot stand having her live a life without love, so he sets off on a mission to fill her life with someone else's love - someone she already knows...",2003,hi,186.0,5.584308		
89,Pirates of the Caribbean: Dead Man's Chest,spotify:album:5eQEdvd6pq0uo2pQa56aUH,2006,tt0383574,Pirates of the Caribbean: Dead Man's Chest,"Captain Jack Sparrow works his way out of a blood debt with the ghostly Davey Jones, he also attempts to avoid eternal damnation.",2006,en,151.0,29.455314		
90,The Lord of the Rings: The Return of the King,spotify:album:38x0H9PdY1fHh8EdfPUXqa,2003,tt0167260,The Lord of the Rings: The Return of the King,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam bring the ring closer to the heart of Mordor, the dark lord's realm.",2003,en,201.0,29.324358		
91,Kabhi Khushi Kabhie Gham,spotify:album:5lExQTV6ELzqRgwsqahZoh,2001,tt0248126,Kabhi Khushi Kabhie Gham,"Orthodox Indian, Raichand, would like his two sons to live together with him and his wife, and get married to girls' of his choice. One of his sons, Rahul, is adopted, while Rohan is his real son. Rahul falls in love with a poor Indian girl named Anjali, and incurs the displeasure of Raichand, they argue and fight, as a result Rahul leaves the house, moves to Britain, and settles down. Raichand now focuses his attention on his real son, Rohan, who has no plans to get married, but is determined to bring Rahul and Anjali back home so that they can be together again. Will Raichand permit Rohan to have his way, or will he also ask him to leave the house?",2001,hi,210.0,6.523888		
92,La Bamba,spotify:album:1WXtfqXeeROVckzEtoYvdk,1987,tt0093378,La Bamba,Biographical story of the rise from nowhere of singer Ritchie Valens whose life was cut short by a plane crash.,1987,en,108.0,6.476534		
93,Student of the Year,spotify:album:1Q9pYTcpVfz0eJTZZczELy,2012,tt2172071,Student of the Year,"Dean Yoginder Vashisht, retired, has fallen gravely ill. Several students from his final year at St. Theresa's College rush to his side. In flashbacks, they all recall the events that none of them have gotten over yet, including the dean, and how the ""Student of the Year"" competition shaped who they were, how they related, and what they've become.",2012,en,145.0,3.550969		
94,Ajab Prem Ki Ghazab Kahani,spotify:album:13t8iDyl1vkhPcO3Zl29a9,2009,tt1252596,Ajab Prem Ki Ghazab Kahani,"Prem is an ajab kind of a guy. As life president of happy club, he's always trying to make everybody happy, but somehow it always ends in a disaster! He kidnaps Jenny by mistake!! He think she's beautiful. Love can make you do the strangest things and if Prem is ajab, his love is ghazab too! He falls for her and turns over a new leave. Now he is working harder than ever to keep her happy!!",2009,hi,150.0,2.383191		
95,The Incredibles,spotify:album:5Gqln6CvkfVOlDq1ne1usV,2004,tt0317705,The Incredibles,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.",2004,en,115.0,22.220214		
96,The Wizard of Oz,spotify:album:2KzyelryS6nT7x2vDOxPlF,1939,tt0032138,The Wizard of Oz,"Young Dorothy finds herself in a magical world where she makes friends with a lion, a scarecrow and a tin man as they make their way along the yellow brick road to talk with the Wizard and ask for the things they miss most in their lives. The Wicked Witch of the West is the only thing that could stop them.",1939,en,102.0,22.064932		
97,The Lost Boys,spotify:album:4KFyuG1e7yTOknV9Pm893S,1987,tt0093437,The Lost Boys,A mother and her two teenage sons move to a seemingly nice and quiet small coastal California town yet soon find out that it's overrun by bike gangs and vampires. A couple of teenage friends take it upon themselves to hunt down the vampires that they suspect of a few mysterious murders and restore peace and calm to their town.,1987,en,97.0,9.099731		
98,Rock of Ages,spotify:album:29hqrN41d2drBr9xp9rMKo,2012,tt1336608,Rock of Ages,"A small town girl and a city boy meet on the Sunset Strip, while pursuing their Hollywood dreams.",2012,en,123.0,12.558042		
99,Life of Pi,spotify:album:0ogV7CBV00ONXAVx4tm0gk,2012,tt0454876,Life of Pi,"The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.",2012,en,127.0,14.045042		
100,Sing Street,spotify:album:7ubvuN0J0CPRUa2JUE2pxM,2016,tt3544112,Sing Street,A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.,2016,en,106.0,10.672862		
101,Monsters,spotify:album:4xj5LGumbT2M7wq25RLNjl,2010,tt1470827,Monsters,"Six years ago NASA discovered the possibility of alien life within our solar system. A probe was launched to collect samples, but crashed upon re-entry over Central America. Soon after, new life forms began to appear and half of Mexico was quarantined as an infected zone. Today, the American and Mexican military still struggle to contain ""the creatures,"" while a journalist agrees to escort a shaken tourist through the infected zone in Mexico to the safety of the U.S. border.",2010,en,94.0,6.154375		
102,Minions,spotify:album:5AUaqhd50uf80bWumH9HFr,2015,tt2293640,Minions,"Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.",2015,en,91.0,547.488298		
103,Far from the Madding Crowd,spotify:album:4J9mOsvXXsEy7ocReEwBBP,2015,tt2935476,Far from the Madding Crowd,"Based on the literary classic by Thomas Hardy, Far from the Madding Crowd is the story of independent, beautiful and headstrong Bathsheba Everdene, who attracts three very different suitors: Gabriel Oak, a sheep farmer, captivated by her fetching willfulness	 Frank Troy, a handsome and reckless Sergeant	 and William Boldwood, a prosperous and mature bachelor. This timeless story of Bathsheba's choices and passions explores the nature of relationships and love â€“ as well as the human ability to overcome hardships through resilience and perseverance.",2015,en,119.0,7.832484
104,Cars 3,spotify:album:2pBzQQ2NGZSIFv9ehTROhS,2017,tt3606752,Cars 3,"Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician with her own plan to win, inspiration from the late Fabulous Hudson Hornet, and a few unexpected turns. Proving that #95 isn't through yet will test the heart of a champion on Piston Cup Racingâ€™s biggest stage!",2017,en,109.0,19.148182		
105,John Wick: Chapter 2,spotify:album:417xbxLCqpAckgc6Kk1zg0,2017,tt4425200,John Wick: Chapter 2,"John Wick is forced out of retirement by a former associate looking to seize control of a shadowy international assassinsâ€™ guild. Bound by a blood oath to aid him, Wick travels to Rome and does battle against some of the worldâ€™s most dangerous killers.",2017,en,122.0,49.247505		
106,The Imitation Game,spotify:album:2CsfKW5tze2DZKq49iARk1,2014,tt2084970,The Imitation Game,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",2014,en,113.0,31.59594		
107,The Revenant,spotify:album:676FxUf8KIxyd45f2fvXaR,2015,tt1663202,The Revenant,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",2015,en,156.0,23.501228		
108,Batman Begins,spotify:album:5djDvf7OozECsKzEB04uYg,2005,tt0372784,Batman Begins,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",2005,en,140.0,28.505341		
109,Lion,spotify:album:6UtJtWa2IqLnRYHRPIhaNC,2016,tt3741834,Lion,"A five-year-old Indian boy gets lost on the streets of Calcutta, thousands of kilometers from home. He survives many challenges before being adopted by a couple in Australia	 25 years later, he sets out to find his lost family.",2016,en,118.0,17.085145	
110,King Arthur: Legend of the Sword,spotify:album:1OVF4Ls0TgBVe8rMdUqcyz,2017,tt1972591,King Arthur: Legend of the Sword,"When the child Arthurâ€™s father is murdered, Vortigern, Arthurâ€™s uncle, seizes the crown. Robbed of his birthright and with no idea who he truly is, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword Excalibur from the stone, his life is turned upside down and he is forced to acknowledge his true legacy... whether he likes it or not.",2017,en,126.0,44.251369		
111,We Are Your Friends,spotify:album:0aMv03wMvTndzvWp8FuS4P,2015,tt3787590,We Are Your Friends,"Young Cole Carter dreams of hitting the big time as a Hollywood disc jockey, spending his days and nights hanging with buddies and working on the one track that will set the world on fire. Opportunity comes knocking when he meets James Reed, a charismatic DJ who takes the 23-year-old under his wing. Soon, his seemingly clear path to success gets complicated when he starts falling for his mentor's girlfriend, jeopardizing his new friendship and the future he seems destined to fulfill.",2015,en,96.0,9.023686		
112,Pirates of the Caribbean: Dead Men Tell No Tales,spotify:album:4AODHfxPGTDLHyAyMWQi52,2017,tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,"Thrust into an all-new paycheck, a down-on-his-luck Capt. Jack Sparrow feels the winds of ill-fortune blowing even more strongly when deadly ghost sailors led by his old nemesis, the evil Capt. Salazar, escape from the Devil's Triangle. Jack's only hope of a payout lies in seeking out the legendary Trident of Numbers, but to find it, he must forge an uneasy alliance with a reasonably intelligent and pretty astronomer and a irritating young man in the British navy.",2017,en,129.0,133.82782		
113,He Got Game,spotify:album:7c6qrFOyCTUvmLcayRQ2G9,1998,tt0124718,He Got Game,A basketball player's father must try to convince him to go to a college so he can get a shorter sentence.,1998,en,136.0,13.06943		
114,The Amazing Spider-Man 2,spotify:album:11c2pVVBENFMufPqJMIC3R,2014,tt1872181,The Amazing Spider-Man 2,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwenâ€™s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.",2014,en,142.0,26.23687		
115,The Jazz Singer,spotify:album:3NDwrDoBKwmBQYz4emr9P7,1980,tt0080948,The Jazz Singer,Neil Diamond stars as Yussel in this tale of a young Jewish cantor who strives to make a career in music.,1980,en,115.0,0.841574		
116,Rogue One: A Star Wars Story,spotify:album:6h5p1LLfhcyYHnSVdlghJT,2016,tt3748528,Rogue One: A Star Wars Story,A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.,2016,en,133.0,36.567575		
117,Muppets Most Wanted,spotify:album:3Z1dw9cLeFAyhvkXdn6P5G,2014,tt2281587,Muppets Most Wanted,"While on a grand world tour, The Muppets find themselves wrapped into an European jewel-heist caper headed by a Kermit the Frog look-alike and his dastardly sidekick.",2014,en,112.0,7.244956		
118,The Secret Life of Pets,spotify:album:2ayJFbJkkZtMkPbden2vh4,2016,tt2709768,The Secret Life of Pets,"The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.",2016,en,87.0,11.01395		
119,Fantastic Beasts and Where to Find Them,spotify:album:0eEZX45VOaWms7TTjVn7dQ,2016,tt3183660,Fantastic Beasts and Where to Find Them,"In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations.",2016,en,133.0,41.051421		
120,The Lego Batman Movie,spotify:album:20Am1bee946Kdace8R9bC0,2017,tt4116284,The Lego Batman Movie,"In the irreverent spirit of fun that made â€œThe Lego Movieâ€ a worldwide phenomenon, the self-described leading man of that ensembleâ€”Lego Batmanâ€”stars in his own big-screen adventure. But there are big changes brewing in Gotham, and if he wants to save the city from The Jokerâ€™s hostile takeover, Batman may have to drop the lone vigilante thing, try to work with others and maybe, just maybe, learn to lighten up.",2017,en,104.0,17.070748		
121,Finding Dory,spotify:album:1S27vSJrXuHXiBOolInF0j,2016,tt2277860,Finding Dory,Dory is reunited with her friends Nemo and Marlin in the search for answers about her past. What can she remember? Who are her parents? And where did she learn to speak Whale?,2016,en,97.0,14.477677		
122,Kabhi Alvida Naa Kehna,spotify:album:4hYTERVUXY74XJdm8tyXBV,2006,tt0449999,à¤•à¤­à¥€ à¤…à¤²à¤µà¤¿à¤¦à¤¾ à¤¨à¤¾ à¤•à¤¹à¤¨à¤¾,"Dev and Maya are both married to different people. Settled into a life of domestic ritual, and convinced that they are happy in their respective relationships, they still yearn for something deeper and more meaningful, which is precisely what they find in each other.",2006,hi,193.0,2.37252		
123,Everest,spotify:album:0QjHgymCkjqHShm0iSyrEP,2015,tt2719848,Everest,"Inspired by the incredible events surrounding a treacherous attempt to reach the summit of the world's highest mountain, ""Everest"" documents the awe-inspiring journey of two different expeditions challenged beyond their limits by one of the fiercest snowstorms ever encountered by mankind. Their mettle tested by the harshest of elements found on the planet, the climbers will face nearly impossible obstacles as a lifelong obsession becomes a breathtaking struggle for survival.",2015,en,121.0,10.758754		
124,Country Strong,spotify:album:0GqBF7BpSBxXSyRd5ouCrj,2010,tt1555064,Country Strong,"Soon after the rising young singer-songwriter Beau Williams gets involved with a fallen, emotionally unstable country star Kelly Canter, the pair embark on a career resurrection tour helmed by her husband/manager James and featuring a beauty queen-turned-singer Chiles Stanton. Between concerts, romantic entanglements and old demons threaten to derail them all.",2010,en,117.0,4.582024		
125,Peter Pan,spotify:album:2zGkIyUeYV5NVS8z3MUGE8,2003,tt0316396,Peter Pan,"In stifling Edwardian London, Wendy Darling mesmerizes her brothers every night with bedtime tales of swordplay, swashbuckling and the fearsome Captain Hook. But the children become the heroes of an even greater story, when Peter Pan flies into their nursery one night and leads them over moonlit rooftops through a galaxy of stars and to the lush jungles of Neverland.",2003,en,113.0,8.98628		
126,Dostana,spotify:album:4MzefJUmigFTnjful2wuum,2008,tt1185420,Dostana,"Kunal and Sameer, two straight guys who pretend to be a gay couple to secure an posh Miami apartment, but both of them fall for their gorgeous room-mate Neha, hilarity ensures as they strive to convince one and all they are gay! While secretly trying to win Neha's heart.",2008,hi,142.0,2.532958		
127,Drive,spotify:album:3fKas0iq7DWAylIQxGEIQW,2011,tt0780504,Drive,A Hollywood stunt performer who moonlights as a wheelman for criminals discovers that a contract has been put on him after a heist gone wrong.,2011,en,100.0,15.388875		
128,Dilwale,spotify:album:09AmTEo0Po8vC2WDcpviAT,2015,tt4535650,Dilwale,"The most painful goodbyes are the ones that are never said and never explained. The film is a story about Raj and Meera and their enchanting relationship that travels through years of hatred for each each other. Set in a vicious and violent environment, Raj and Meera deal with the conflict between their respective families and the repercussions of merciless violence between them. Not all love stories are destined to have happy endings. But as it is rightfully said that â€œevery end has a new beginningâ€ Raj and Meeraâ€™s story make us believe that love is a force more formidable than any other. It is invisible and cannot be seen or measured, yet it is powerful enough to transform you in a moment and offer you peace to overcome the most unforgettable memory of your life.",2015,hi,158.0,4.081193		
129,Grease 2,spotify:album:5WVPtycFFSm3uGhufMKwGn,1982,tt0084021,Grease 2,"It's 1961, two years after the original Grease gang graduated, and there's a new crop of seniors and new members of the coolest cliques on campus, the Pink Ladies and T-Birds. Michael Carrington is the new kid in school - but he's been branded a brainiac. Can he fix up an old motorcycle, don a leather jacket, avoid a rumble with the leader of the T-Birds, and win the heart of Pink Lady Stephanie?",1982,en,115.0,14.202364		
130,Batman,spotify:album:1zqfyMgA1aXwVDbukfqSdE,1989,tt0096895,Batman,"The Dark Knight of Gotham City begins his war on crime with his first major enemy being the clownishly homicidal Joker, who has seized control of Gotham's underworld.",1989,en,126.0,19.10673		
131,Maleficent,spotify:album:4NCaxImo95pQKUonZwKtRA,2014,tt1587310,Maleficent,"The untold story of Disney's most iconic villain from the 1959 classic 'Sleeping Beauty'. A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land.  Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal â€“ an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom - and to Maleficent's true happiness as well.",2014,en,97.0,19.467404		
132,Shrek,spotify:album:6Hv7UZCLx4kCYZCY0kBbZc,2001,tt0126029,Shrek,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",2001,en,90.0,17.987728		
133,Jesus Christ Superstar,spotify:album:72B4nP6lGLaenlP8Bdrrrj,1973,tt0070239,Jesus Christ Superstar,"Oscar-nominated film adaptation of the rock opera of the same name, based on the last weeks before the crucifixion of Jesus. The film was directed by Norman Jewison. Ted Neeley and Carl Anderson were nominated for two 1974 Golden Globe Award for their portrayals of Jesus and Judas, respectively.",1973,en,108.0,4.980716		
134,Moonlight,spotify:album:5evArWgt3lYByavFqzbo5x,2016,tt4975722,Moonlight,"The tender, heartbreaking story of a young manâ€™s struggle to find himself, told across three defining chapters in his life as he experiences the ecstasy, pain, and beauty of falling in love, while grappling with his own sexuality.",2016,en,111.0,14.171675		
135,The Hobbit: The Battle of the Five Armies,spotify:album:7o3egq23BKR7OCn5dlpFan,2014,tt2310332,The Hobbit: The Battle of the Five Armies,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",2014,en,144.0,31.718977		
136,Race,spotify:album:5ZA52EwvGmwTQvHaLujhry,2008,tt1017456,Race,"Ranvir and Rajiv are half brothers who own a huge stud farm in South Africa. Ranvir is a very shrewd and aggressive man while Rajiv is laid back, and a chronic alcoholic. Sophia, Ranvir's personal secretary adores and loves him. Ranvir is unaware of her feelings. Shaina, an Indian ramp model in Durban loves Ranvir but through a twist of fate gets married to his younger brother Rajiv. When she discovers that Rajiv is a chronic alcoholic, her world is shattered. Ranvir too is disturbed as he has sacrificed his love for his younger brother because Rajiv had promised to leave alcohol for good if he marries Shaina. In a weak moment Ranvir and Shaina come very close to each other. When Rajiv starts suspecting, all hell breaks loose. A murder is committed, a contract killing is issued. A sharp tongued detective R.D., getting wise on the proceedings, starts an intriguing investigation with his brainless bimbo assistant Mini",2008,en,161.0,2.337689		
137,Fury,spotify:album:5CuCzQvtWe5Pbhmy5o12Lv,2014,tt2713180,Fury,"Last months of World War II in April 1945. As the Allies make their final push in the European Theater, a battle-hardened U.S. Army sergeant in the 2nd Armored Division named Wardaddy commands a Sherman tank called ""Fury"" and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",2014,en,135.0,36.713807		
138,The Secret Life of Walter Mitty,spotify:album:2pLC40gyEsQljWWBV3zA1T,2013,tt0359950,The Secret Life of Walter Mitty,A timid magazine photo manager who lives life vicariously through daydreams embarks on a true-life adventure when a negative goes missing.,2013,en,114.0,8.684892		
139,Mean Girls,spotify:album:5VMeOsRr2wyELrgfz2rkHp,2004,tt0377092,Mean Girls,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",2004,en,97.0,11.454835		
140,Singin' in the Rain,spotify:album:21BM0AFtpOMPdrcvo66TNK,1952,tt0045152,Singin' in the Rain,"In 1927 Hollywood, Don Lockwood and Lina Lamont are a famous on-screen romantic pair in silent movies, but Lina mistakes the on-screen romance for real love. When their latest film is transformed into a musical, Don has the perfect voice for the songs, but strident voice faces the studio to dub her voice. Aspiring actress, Kathy Selden is brought in and, while she is working on the movie, Don falls in love with her.",1952,en,103.0,11.064858		
141,Lone Survivor,spotify:album:30KqtKSWR8OQe0mB4EdepA,2013,tt1091191,Lone Survivor,"Based on the failed June 28, 2005 mission ""Operation Red Wing."" Four members of SEAL Team 10, were tasked with the mission to capture or kill notorious Taliban leader, Ahmad Shah. Only one member of the team survived.",2013,en,121.0,10.855502		
142,Friday Night Lights,spotify:album:5wo7l7l6PUIspZFPfSHqDL,2004,tt0390022,Friday Night Lights,"A small, turbulent town in Texas obsesses over their high school football team to an unhealthy degree. When the star tailback, Boobie Miles, is seriously injured during the first game of the season, all hope is lost, and the town's dormant social problems begin to flare up. It is left to the inspiring abilities of new coach Gary Gaines to instill in the other team members -- and, by proxy, the town itself -- a sense of self-respect and honor.",2004,en,118.0,13.041943		
143,I Hate Luv Storys,spotify:album:4SPHfSWibeoFCSdR4vd5QL,2010,tt1667838,I Hate Luv Storys,"'I hate luv storys' is the maxim Jay lives by. But as an assistant director to Veer, the most famous romantic filmmaker of Indian Film Industry, Jay has little option but to live with larger than life, glossy, cinematic love on an everyday basis. Things only get worse when he is made to work under the new production designer on the filmâ€¦ Simran, with whom he shares the strangest first encounter! Simran loves luv storys	 So much so that even her life has begun to resemble one. With her ideal job and the perfect boyfriend, Raj, she lives a blissful, dreamy life	 One that is rudely interrupted by Jay's cynicism. The turmoil's of Jay and Simran's life, is ironically interweaved with the Luv Story that they are working onâ€¦",2010,en,135.0,2.045046
144,Ice Age: The Meltdown,spotify:album:5ioofsYWPJb5tIfIlPAOIh,2006,tt0438097,Ice Age: The Meltdown,"Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation.",2006,en,91.0,16.646029		
145,Jurassic World,spotify:album:2pqi0hewWOKo9uDVLpCVoh,2015,tt0369610,Jurassic World,"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.",2015,en,124.0,32.790475		
146,Joyful Noise,spotify:album:2cPrhNz2hyRJOtiwFOiiJ9,2012,tt1710396,Joyful Noise,"G.G. Sparrow faces off with her choir's newly appointed director, Vi Rose Hill, over the group's direction as they head into a national competition.",2012,en,117.0,3.448826		
147,That Thing You Do!,spotify:album:4rgkKwVNM3Y1pfb3WfKj9C,1996,tt0117887,That Thing You Do!,"A Pennsylvania band scores a hit in 1964 and rides the star-making machinery as long as it can, with lots of help from its manager.",1996,en,108.0,8.685761		
148,Captain America: The Winter Soldier,spotify:album:3nWTffckeFVKV26BNZgKCl,2014,tt1843866,Captain America: The Winter Soldier,"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemyâ€”the Winter Soldier.",2014,en,136.0,18.717704		
149,It Follows,spotify:album:5df4xBKQQdA8oAfbFmc3Vu,2015,tt3235888,It Follows,"For 19-year-old Jay, fall should be about school, boys and weekends out at the lake. But a seemingly innocent physical encounter turns sour and gives her the inescapable sense that someone, or something, is following her. Faced with this burden, Jay and her teenage friends must find a way to escape the horror that seems to be only a few steps behind.",2015,en,100.0,20.359336		
150,Empire Records,spotify:album:27YqHl98smrAG30ip7VumZ,1995,tt0112950,Empire Records,The employees of an independent music store learn about each other as they try anything to stop the store being absorbed by a large chain.,1995,en,90.0,7.188728		
151,Taal,spotify:album:3bqIzWWbArrjJ963HKeZcd,1999,tt0152836,Taal,"On a sight-seeing road trip of India, U.K. based Manav Mehta meets Mansi, the daughter of a singer, Tarababu. He is attracted to her, and makes his attraction known. She also is attracted to him eventually. Her dad approves of Manav, and both go to Bombay to meet his family. On their arrival itself, they are shunned and treated as second class citizens, and this lasts throughout the day.",1999,hi,170.0,1.375513		
152,Belly,spotify:album:1Z4BjsVx8KRQwegUl2zJ2R,1998,tt0158493,Belly,"Tommy Brown and Sincere are best friends as well as infamous and ruthless criminals and shot-callers in the hood. Respected by many but feared by all.  As the police are closing in on them and new players are looking for a come up, will their reign last?",1998,en,96.0,3.436535		
153,Wonder Woman,spotify:album:0KAhv0UFmkjf2MpTFh0KNd,2017,tt0451279,Wonder Woman,An Amazon princess comes to the world of Man to become the greatest of the female superheroes.,2017,en,141.0,294.337037		
154,Wake Up Sid,spotify:album:1fzE65RP7Gyhi8hdOv8eRQ,2009,tt1324059,Wake Up Sid,"Wake Up Sid! is the story of a lazy Mumbai college student who does absolutely nothing, with a turn of events will Sid realize his potential in this world and become a success in the fast-paced life of Mumbai.",2009,hi,138.0,1.710257		
155,Hamari Adhuri Kahani,spotify:album:7sVzilmsqYcLMYw2gtvoZM,2015,tt3483612,Hamari Adhuri Kahani,"Hamari Adhuri Kahani (English: Our Incomplete Story) is a 2015 Indian romantic drama directed by Mohit Suri and produced by Mahesh Bhatt under the banner Vishesh Films and Fox Star Studios. The film stars Emraan Hashmi, Vidya Balan, and Rajkummar Rao. It is based on the love story of Bhatt's parents, Nanabhai Bhatt, Shirin Mohammad Ali and his stepmother.",2015,en,129.0,0.489781		
